IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmountTotal
2222897,0,0.08,D,9,14,55,58,B2,'Regular',1185,R11,0.0
2223013,0,0.08,C,4,1,36,68,B1,'Regular',237,R23,0.0
2223138,0,0.08,B,9,1,66,58,B10,'Diesel',83,R82,0.0
2223349,0,0.08,E,10,19,51,50,B2,'Regular',4775,R11,0.0
2223479,0,0.08,C,6,5,37,50,B2,'Diesel',276,R91,0.0
2223708,0,0.08,C,4,9,34,68,B5,'Regular',133,R82,0.0
2223789,0,0.08,D,4,0,29,95,B3,'Diesel',824,R91,0.0
2223807,0,0.08,D,6,1,40,50,B3,'Diesel',1064,R24,0.0
2223877,0,0.08,B,6,4,30,76,B2,'Diesel',58,R82,0.0
2224133,0,0.08,E,6,8,46,50,B3,'Regular',7259,R31,0.0
2224465,0,0.08,C,7,5,25,68,B1,'Diesel',107,R91,0.0
2224496,0,0.08,D,7,8,28,72,B11,'Diesel',916,R31,0.0
2224501,0,0.08,E,5,8,43,68,B2,'Diesel',3628,R82,0.0
2224502,0,0.08,E,5,11,45,90,B1,'Regular',8455,R82,0.0
2224523,0,0.08,D,8,1,28,60,B2,'Regular',1326,R93,0.0
2225057,0,0.08,E,4,8,37,64,B4,'Diesel',2163,R52,0.0
2225105,0,0.08,B,7,17,33,80,B1,'Regular',66,R93,0.0
2225189,0,0.08,A,7,13,37,50,B2,'Diesel',50,R82,0.0
2225265,0,0.08,D,9,8,37,76,B5,'Regular',1699,R91,0.0
2225277,0,0.08,D,4,10,36,64,B2,'Regular',824,R91,0.0
2225499,0,0.08,B,4,15,38,50,B1,'Regular',59,R23,0.0
2225521,0,0.08,A,6,7,56,50,B2,'Diesel',31,R72,0.0
2225883,0,0.44,C,6,6,44,50,B2,'Diesel',103,R24,0.0
2225938,0,0.28,E,5,3,50,50,B12,'Regular',2575,R52,0.0
2225942,0,0.46,D,5,0,78,50,B1,'Regular',1253,R73,0.0
2226049,0,0.45,C,7,0,28,68,B12,'Diesel',155,R82,0.0
2226139,2,0.33,D,9,1,53,50,B13,'Regular',658,R93,12081.0
2226206,0,0.33,C,4,1,26,80,B3,'Diesel',304,R91,0.0
2226323,0,0.33,E,4,7,34,80,B2,'Regular',5449,R82,0.0
2226354,0,0.33,E,5,6,40,80,B2,'Diesel',4762,R93,0.0
2226749,0,0.33,E,7,1,38,50,B2,'Regular',3317,R93,0.0
2226778,0,0.33,D,8,2,51,50,B4,'Diesel',824,R91,0.0
2226984,0,0.33,C,5,2,51,50,B3,'Regular',269,R91,0.0
2227007,0,0.33,E,7,0,39,50,B1,'Diesel',5831,R11,0.0
2227074,0,0.33,D,5,15,33,57,B4,'Regular',904,R82,0.0
2227660,0,0.33,E,7,1,35,50,B2,'Regular',5460,R11,0.0
2227708,0,0.36,D,5,8,43,50,B2,'Regular',1326,R93,0.0
2227847,0,0.35,A,12,26,37,50,B10,'Diesel',35,R82,0.0
2227880,1,0.37,C,5,15,49,50,B2,'Regular',121,R91,1281.33
2227943,0,0.08,B,6,2,33,51,B5,'Regular',57,R93,0.0
2228055,0,0.08,D,11,0,39,60,B10,'Regular',1326,R93,0.0
2228152,0,0.08,D,6,12,47,95,B1,'Diesel',1307,R31,0.0
2228244,0,0.08,C,5,9,38,57,B4,'Diesel',122,R91,0.0
2228659,0,0.08,E,4,11,60,50,B2,'Regular',4128,R52,0.0
2228940,0,0.08,C,6,2,38,67,B2,'Diesel',106,R24,0.0
2228962,0,0.08,C,5,10,34,57,B4,'Diesel',453,R72,0.0
2229018,0,0.08,C,5,8,37,54,B3,'Regular',198,R91,0.0
2229020,0,0.08,E,6,7,28,68,B2,'Diesel',4301,R11,0.0
2229437,0,0.08,C,11,10,50,50,B2,'Regular',198,R91,0.0
2229643,0,0.08,C,5,3,26,90,B2,'Regular',442,R82,0.0
2229751,0,0.08,A,6,2,30,72,B1,'Diesel',15,R72,0.0
2229760,0,0.08,E,7,14,38,80,B3,'Regular',2105,R82,0.0
2230095,0,0.08,E,8,10,29,95,B13,'Diesel',2362,R26,0.0
2230339,0,0.08,E,11,11,49,50,B2,'Regular',3385,R11,0.0
2230385,0,0.08,E,10,2,33,64,B3,'Regular',3274,R11,0.0
2230441,0,0.08,C,7,9,28,60,B11,'Diesel',218,R22,0.0
2230686,0,0.08,D,11,12,49,90,B3,'Regular',1521,R82,0.0
2230747,0,0.08,E,6,2,28,80,B1,'Regular',3859,R82,0.0
2230778,0,0.08,E,8,15,28,67,B13,'Regular',3504,R41,0.0
2231236,0,0.08,C,10,0,43,50,B10,'Diesel',237,R93,0.0
2231330,0,0.08,A,10,11,42,50,B5,'Diesel',7,R91,0.0
2231400,0,0.08,D,7,0,47,50,B5,'Diesel',508,R31,0.0
2231483,0,0.08,E,7,15,39,54,B1,'Regular',4059,R23,0.0
2231858,0,0.31,E,7,0,59,50,B12,'Diesel',3744,R93,0.0
2234562,0,0.24,E,13,11,29,76,B11,'Regular',5460,R11,0.0
2234842,0,0.08,E,6,4,37,81,B3,'Diesel',5460,R11,0.0
2234936,0,0.08,C,6,3,40,72,B6,'Diesel',127,R72,0.0
2235074,0,0.27,D,8,8,41,64,B3,'Diesel',1871,R82,0.0
2239285,0,0.27,E,7,14,44,68,B1,'Regular',4116,R24,0.0
2241213,0,0.29,E,8,11,60,58,B1,'Diesel',3946,R82,0.0
2241536,0,0.26,D,8,0,46,50,B11,'Diesel',1468,R31,0.0
2241655,0,0.43,C,4,0,40,50,B12,'Regular',315,R91,0.0
2246458,0,0.37,C,13,4,32,64,B10,'Regular',309,R72,0.0
2253492,0,0.34,B,7,8,38,56,B1,'Diesel',66,R82,0.0
2253899,2,0.34,E,5,7,61,50,B1,'Regular',3744,R93,17000.0
2255151,0,0.49,A,8,13,48,50,B2,'Diesel',33,R26,0.0
2255494,0,0.49,C,7,6,39,50,B11,'Diesel',269,R91,0.0
2255521,0,0.24,C,6,11,33,68,B1,'Diesel',323,R91,0.0
2255677,0,0.49,E,10,18,41,50,B2,'Diesel',3963,R91,0.0
2255817,1,1.0,E,6,15,47,50,B14,'Regular',3963,R91,338.43
2255893,0,1.0,A,5,11,48,50,B2,'Diesel',9,R91,0.0
2255967,0,1.0,E,4,2,75,50,B2,'Regular',3744,R93,0.0
2255991,0,0.49,C,7,6,53,50,B6,'Regular',130,R93,0.0
2256021,0,1.0,D,4,7,50,50,B2,'Diesel',1296,R24,0.0
2256043,0,0.49,E,7,1,69,50,B1,'Regular',4301,R11,0.0
2256054,1,0.49,C,5,1,49,53,B5,'Diesel',137,R31,517.77
2256151,0,0.24,E,6,5,32,80,B13,'Diesel',2960,R43,0.0
2256353,0,1.0,D,9,6,31,57,B2,'Regular',1448,R93,0.0
2256539,0,0.49,D,7,15,39,50,B3,'Regular',1326,R93,0.0
2256552,0,0.49,A,6,11,37,72,B2,'Diesel',12,R24,0.0
2257051,0,0.08,E,6,1,46,50,B1,'Diesel',4456,R72,0.0
2257175,0,0.08,D,5,7,54,76,B4,'Diesel',776,R93,0.0
2257216,0,0.08,E,4,11,77,50,B1,'Regular',4128,R52,0.0
2257596,0,0.08,D,6,3,26,85,B1,'Regular',1521,R82,0.0
2257621,0,0.08,C,8,7,36,54,B6,'Regular',340,R82,0.0
2257747,0,0.08,C,6,7,31,90,B2,'Diesel',310,R93,0.0
2257780,0,0.24,C,7,4,55,62,B12,'Regular',174,R91,0.0
2257908,0,0.49,C,4,10,55,50,B1,'Regular',204,R91,0.0
2257962,0,0.49,C,9,5,41,52,B4,'Regular',262,R93,0.0
2258155,0,1.0,D,4,12,38,51,B1,'Regular',656,R31,0.0
2258192,0,0.49,D,6,13,34,72,B3,'Regular',1326,R93,0.0
2258224,0,0.49,E,9,6,33,80,B3,'Regular',4496,R11,0.0
2258545,0,1.0,E,7,15,37,80,B1,'Regular',3973,R11,0.0
2258921,0,1.0,E,10,8,51,50,B3,'Diesel',9307,R82,0.0
2259029,0,0.07,D,7,11,28,85,B11,'Diesel',1294,R72,0.0
2259042,0,0.07,D,6,2,35,50,B10,'Diesel',1451,R31,0.0
2259167,0,0.07,D,10,9,30,68,B5,'Regular',824,R91,0.0
2259341,1,0.07,D,6,4,32,80,B1,'Regular',1309,R72,5772.06
2259480,0,0.07,E,6,8,36,64,B2,'Diesel',4348,R72,0.0
2259599,0,0.07,A,7,8,41,57,B1,'Diesel',24,R93,0.0
2259612,0,0.07,B,4,5,42,50,B2,'Regular',72,R52,0.0
2259666,0,0.07,C,6,12,41,68,B1,'Diesel',111,R73,0.0
2259729,0,0.07,C,6,11,27,68,B1,'Diesel',190,R93,0.0
2259775,0,0.07,E,6,11,35,68,B3,'Diesel',6313,R11,0.0
2259891,0,0.07,C,5,2,37,57,B12,'Regular',269,R91,0.0
2259946,0,1.0,D,6,4,29,68,B3,'Diesel',1287,R72,0.0
2260046,0,0.32,E,4,2,28,80,B3,'Diesel',3744,R93,0.0
2260427,0,0.5,E,5,2,75,50,B2,'Diesel',4456,R72,0.0
2260440,0,0.5,B,4,13,34,51,B4,'Diesel',95,R24,0.0
2260466,0,1.0,B,11,2,53,50,B12,'Regular',85,R73,0.0
2260515,0,0.5,C,9,10,62,50,B2,'Regular',376,R93,0.0
2260542,0,0.5,E,10,14,62,51,B2,'Diesel',6681,R11,0.0
2260550,0,0.5,B,6,17,43,85,B14,'Regular',78,R91,0.0
2260615,0,0.5,E,7,9,60,57,B2,'Diesel',3317,R93,0.0
2260939,0,1.0,C,12,5,31,64,B11,'Regular',446,R82,0.0
2261174,0,0.26,D,7,10,49,50,B13,'Diesel',769,R82,0.0
2261228,0,0.2,D,7,16,53,76,B2,'Diesel',1326,R93,0.0
2261487,0,0.08,C,7,3,39,68,B12,'Regular',182,R72,0.0
2261501,0,0.08,D,5,9,49,76,B5,'Diesel',631,R93,0.0
2261577,1,0.08,E,6,9,56,50,B2,'Diesel',7887,R31,2419.13
2261680,1,0.08,E,6,11,30,90,B1,'Diesel',5460,R11,590.0
2261915,0,0.08,D,5,6,27,72,B2,'Diesel',529,R23,0.0
2262490,0,0.08,C,5,13,34,50,B3,'Regular',121,R91,0.0
2262527,0,0.95,C,9,4,31,60,B13,'Regular',176,R73,0.0
2262557,0,1.1,C,7,12,53,76,B11,'Regular',483,R91,0.0
2262896,0,1.0,C,7,13,33,72,B2,'Regular',193,R91,0.0
2262904,0,0.5,E,7,6,66,95,B2,'Regular',2415,R82,0.0
2263044,0,1.0,E,6,2,67,54,B2,'Regular',3317,R93,0.0
2263352,0,0.5,E,4,16,51,85,B4,'Regular',3317,R93,0.0
2263468,0,0.5,A,9,11,27,80,B2,'Regular',26,R24,0.0
2263790,0,0.24,C,5,3,28,80,B1,'Regular',483,R91,0.0
2264065,0,1.0,A,7,4,45,51,B1,'Diesel',43,R24,0.0
2264074,0,1.0,C,7,8,35,50,B2,'Regular',478,R82,0.0
2264088,0,1.0,C,7,5,30,85,B11,'Diesel',226,R24,0.0
2264103,0,1.0,F,7,8,39,68,B1,'Regular',10156,R11,0.0
2264234,1,0.5,D,7,6,39,76,B1,'Regular',1468,R93,1649.14
2264641,0,0.99,D,4,15,51,50,B2,'Regular',1326,R93,0.0
2264710,0,0.16,E,6,0,48,72,B1,'Regular',3317,R93,0.0
2264818,0,0.08,E,7,11,45,50,B6,'Regular',9484,R11,0.0
2264900,0,0.08,C,10,9,44,50,B2,'Regular',270,R24,0.0
2264924,0,0.08,C,7,1,45,50,B1,'Regular',394,R24,0.0
2265002,0,0.08,D,5,3,44,50,B5,'Regular',824,R91,0.0
2265037,0,0.08,D,4,13,29,85,B1,'Regular',688,R93,0.0
2265323,0,0.08,D,6,12,45,85,B4,'Regular',1271,R91,0.0
2265588,0,0.08,E,5,6,24,95,B1,'Regular',3963,R91,0.0
2265621,0,0.08,D,6,4,55,50,B2,'Regular',746,R72,0.0
2265859,0,0.08,D,4,10,29,85,B1,'Regular',824,R91,0.0
2265916,0,0.08,D,5,10,29,100,B2,'Regular',1326,R93,0.0
2266172,0,0.08,E,5,29,55,50,B1,'Regular',3628,R82,0.0
2266294,0,0.85,C,8,0,64,50,B13,'Diesel',376,R93,0.0
2266957,0,0.91,A,10,15,44,51,B12,'Diesel',41,R73,0.0
2267106,0,0.91,A,10,10,46,50,B1,'Regular',50,R82,0.0
2267123,0,0.5,B,5,10,47,60,B5,'Diesel',51,R91,0.0
2267248,0,0.91,D,7,20,38,58,B6,'Regular',1445,R72,0.0
2267640,0,0.91,E,4,14,40,64,B2,'Regular',9307,R82,0.0
2267650,0,0.5,E,4,20,52,50,B1,'Regular',2906,R72,0.0
2267875,0,0.5,C,6,27,32,90,B1,'Regular',269,R91,0.0
2268325,0,1.08,E,6,0,48,55,B10,'Diesel',9307,R82,0.0
2268402,0,0.47,C,4,0,34,106,B2,'Diesel',171,R91,0.0
2268485,0,0.99,D,6,14,37,68,B2,'Diesel',1765,R31,0.0
2268625,0,0.51,E,7,9,42,53,B6,'Regular',6313,R11,0.0
2268733,0,0.08,B,7,2,49,50,B1,'Regular',100,R72,0.0
2268779,0,0.08,B,5,5,29,64,B3,'Diesel',79,R73,0.0
2268974,0,0.08,D,6,1,31,54,B1,'Diesel',1287,R72,0.0
2268996,0,0.08,D,7,9,28,60,B3,'Regular',928,R31,0.0
2269041,0,0.08,D,4,12,58,76,B14,'Regular',966,R72,0.0
2269133,0,0.08,E,5,14,46,50,B2,'Diesel',4059,R23,0.0
2269169,0,0.08,E,9,1,39,50,B5,'Regular',4348,R72,0.0
2269496,0,0.08,D,5,1,43,50,B3,'Diesel',572,R93,0.0
2269778,0,0.08,D,8,16,33,50,B2,'Regular',1326,R93,0.0
2269789,0,0.08,E,6,10,36,60,B13,'Regular',9307,R82,0.0
2270047,0,0.08,D,7,9,40,76,B1,'Regular',1152,R11,0.0
2270113,0,0.08,D,5,15,32,68,B1,'Regular',626,R93,0.0
2270208,0,0.08,C,9,1,37,76,B12,'Regular',144,R93,0.0
2270632,0,1.0,C,10,10,41,59,B14,'Diesel',249,R93,0.0
2270647,0,0.2,A,7,15,38,50,B6,'Diesel',45,R93,0.0
2270725,0,0.27,C,5,18,49,50,B1,'Regular',213,R91,0.0
2270826,0,0.26,B,12,4,28,76,B11,'Regular',60,R24,0.0
2270879,0,0.36,C,7,1,35,50,B6,'Diesel',283,R23,0.0
2270929,0,1.0,E,7,7,70,55,B4,'Regular',4762,R93,0.0
2271003,0,0.5,C,6,2,27,72,B3,'Diesel',119,R91,0.0
2271017,0,0.5,B,6,2,42,50,B13,'Regular',72,R93,0.0
2271020,0,0.83,C,8,12,30,51,B2,'Diesel',109,R91,0.0
2271241,0,0.5,D,5,2,39,50,B1,'Regular',568,R52,0.0
2271324,0,0.5,C,5,0,39,50,B1,'Regular',162,R93,0.0
2271708,0,0.5,D,7,11,43,54,B1,'Regular',1326,R93,0.0
2271755,0,0.5,D,5,4,49,50,B6,'Regular',631,R93,0.0
2271882,0,0.5,D,4,10,24,106,B4,'Diesel',1326,R93,0.0
2271924,0,0.83,C,12,4,40,50,B10,'Diesel',291,R73,0.0
2271930,0,0.5,E,7,1,43,87,B1,'Diesel',3317,R93,0.0
2272152,0,0.33,A,11,21,43,50,B13,'Regular',38,R93,0.0
2272634,0,0.32,E,4,1,70,100,B1,'Diesel',9307,R82,0.0
2272685,0,0.33,D,6,1,35,72,B1,'Diesel',1445,R72,0.0
2272810,0,0.19,E,4,20,41,54,B1,'Regular',5460,R11,0.0
2272880,0,0.71,E,9,6,40,54,B10,'Diesel',3657,R82,0.0
2272917,0,0.91,C,5,0,45,50,B10,'Diesel',325,R93,0.0
2273022,0,0.08,E,5,18,31,76,B3,'Regular',2983,R31,0.0
2273102,0,0.08,E,5,12,32,54,B4,'Diesel',3301,R73,0.0
2273182,0,0.08,E,5,2,41,57,B2,'Diesel',3301,R73,0.0
2273244,0,0.08,D,4,13,40,50,B6,'Regular',1064,R11,0.0
2273355,0,0.08,C,5,10,55,50,B3,'Diesel',496,R52,0.0
2273371,0,0.08,E,4,1,46,85,B1,'Regular',4222,R11,0.0
2273710,0,0.08,E,6,2,46,72,B1,'Regular',2906,R72,0.0
2273808,0,0.08,E,5,12,39,50,B3,'Diesel',3301,R73,0.0
2273839,0,0.08,E,4,11,31,76,B1,'Regular',3103,R82,0.0
2274130,0,0.08,C,4,6,31,54,B2,'Regular',174,R93,0.0
2274135,0,0.08,A,6,10,44,50,B3,'Diesel',31,R52,0.0
2274159,0,0.08,E,5,6,42,55,B13,'Diesel',3744,R93,0.0
2274293,0,0.08,D,5,2,34,68,B1,'Diesel',510,R23,0.0
2274423,0,0.08,E,4,11,50,90,B6,'Regular',6736,R11,0.0
2274586,0,0.08,E,7,1,34,50,B4,'Diesel',4128,R52,0.0
2274763,0,0.08,C,4,15,34,50,B1,'Regular',301,R73,0.0
2274855,0,0.08,E,6,12,39,72,B1,'Diesel',4128,R52,0.0
2275004,0,0.52,C,4,3,26,90,B1,'Regular',122,R93,0.0
2275330,0,0.94,C,6,4,35,90,B2,'Diesel',323,R91,0.0
2275497,1,0.23,C,9,0,30,50,B13,'Regular',323,R91,130.88
2275949,0,0.25,E,7,2,30,66,B1,'Regular',4762,R93,0.0
2276135,0,0.5,F,5,4,47,68,B4,'Diesel',16284,R11,0.0
2276515,0,0.75,E,4,1,53,50,B3,'Diesel',4128,R52,0.0
2276553,0,0.5,F,7,1,73,50,B1,'Regular',21410,R11,0.0
2276838,0,0.5,E,7,17,34,51,B5,'Regular',3317,R93,0.0
2276856,0,0.5,C,7,12,45,95,B12,'Regular',134,R93,0.0
2277210,1,0.5,E,4,14,19,100,B5,'Regular',4116,R24,636.45
2277211,0,0.5,D,6,2,26,68,B4,'Diesel',879,R31,0.0
2277466,0,0.31,E,5,12,48,59,B2,'Diesel',7259,R31,0.0
2277636,0,0.26,C,9,6,29,72,B12,'Regular',203,R93,0.0
2277653,0,0.49,C,6,10,47,50,B2,'Diesel',316,R82,0.0
2277869,0,0.25,C,9,16,56,50,B11,'Regular',218,R24,0.0
2277950,0,0.96,D,4,2,65,50,B3,'Diesel',614,R24,0.0
2277973,0,0.37,A,5,7,34,64,B1,'Regular',26,R82,0.0
2278171,0,0.08,D,9,31,28,64,B1,'Regular',1699,R91,0.0
2278334,0,0.08,C,7,15,49,80,B1,'Regular',233,R93,0.0
2278494,0,0.08,E,5,9,62,57,B1,'Regular',4116,R24,0.0
2278555,0,0.08,E,6,4,67,50,B6,'Diesel',4128,R52,0.0
2278714,0,0.08,E,5,4,59,72,B2,'Regular',3866,R24,0.0
2278727,0,0.08,D,6,5,39,50,B3,'Regular',1445,R72,0.0
2278736,0,0.08,E,5,1,47,50,B2,'Diesel',3859,R82,0.0
2278837,0,0.08,D,5,3,27,72,B4,'Diesel',962,R31,0.0
2278866,0,0.08,A,13,14,32,72,B13,'Regular',12,R72,0.0
2279105,0,0.08,A,11,4,39,80,B1,'Diesel',5,R72,0.0
2279135,0,0.08,E,7,3,37,50,B1,'Regular',2715,R24,0.0
2279249,0,0.08,A,6,9,30,60,B1,'Diesel',40,R52,0.0
2279337,0,0.08,D,4,14,38,64,B4,'Diesel',1326,R93,0.0
2279440,0,0.08,D,8,10,42,50,B10,'Regular',1326,R93,0.0
2279696,0,0.08,D,7,3,35,50,B11,'Diesel',769,R82,0.0
2279766,0,0.08,D,4,13,36,64,B1,'Diesel',674,R52,0.0
2279817,0,0.08,C,7,20,49,50,B1,'Regular',300,R72,0.0
2279942,0,0.08,D,5,1,38,50,B2,'Diesel',824,R91,0.0
2279974,0,0.08,C,9,15,37,53,B13,'Regular',203,R93,0.0
2280241,0,0.08,A,6,10,60,50,B2,'Diesel',30,R24,0.0
2280360,0,0.08,C,4,15,33,57,B1,'Diesel',178,R91,0.0
2280496,0,0.76,E,6,5,39,50,B1,'Regular',5912,R41,0.0
2280585,0,0.63,A,5,11,42,118,B5,'Regular',32,R72,0.0
2280965,0,0.5,B,6,3,44,50,B13,'Regular',93,R91,0.0
2281031,0,0.66,C,4,17,26,76,B14,'Regular',443,R73,0.0
2281044,0,0.66,A,5,0,66,50,B5,'Regular',19,R73,0.0
2281047,0,0.66,D,8,14,49,50,B1,'Diesel',570,R93,0.0
2281065,0,0.5,E,4,12,29,64,B3,'Diesel',3317,R93,0.0
2281301,0,0.5,E,5,15,46,50,B1,'Regular',3317,R93,0.0
2281470,0,0.25,E,11,10,50,95,B1,'Regular',4116,R24,0.0
2281745,0,0.48,D,6,0,46,50,B2,'Diesel',1064,R93,0.0
2281894,0,0.34,E,7,2,29,76,B3,'Regular',3317,R93,0.0
2282394,0,0.23,D,7,19,26,95,B1,'Regular',824,R91,0.0
2282633,0,0.08,C,6,13,38,50,B2,'Regular',110,R93,0.0
2282681,0,0.08,D,7,9,38,62,B5,'Diesel',824,R91,0.0
2282739,0,0.08,C,5,9,33,80,B4,'Diesel',201,R72,0.0
2282747,0,0.08,A,7,14,32,54,B2,'Regular',34,R52,0.0
2282873,0,0.08,D,10,12,62,50,B1,'Regular',1326,R93,0.0
2282935,0,0.08,C,7,2,40,50,B6,'Diesel',248,R31,0.0
2283083,0,0.08,D,7,9,40,50,B10,'Diesel',1326,R93,0.0
2283285,0,0.08,D,6,3,54,50,B1,'Diesel',1008,R23,0.0
2283289,0,0.08,D,4,1,43,50,B2,'Regular',1313,R24,0.0
2283618,0,0.08,E,12,8,42,50,B10,'Diesel',4348,R72,0.0
2283796,0,0.08,E,10,10,40,80,B3,'Diesel',8455,R82,0.0
2283883,0,0.08,D,6,4,37,80,B13,'Diesel',1326,R93,0.0
2283966,0,0.08,E,10,23,31,85,B2,'Regular',9850,R11,0.0
2284016,0,0.08,E,10,1,43,50,B12,'Regular',8455,R82,0.0
2284053,0,0.08,D,15,4,33,90,B12,'Regular',1015,R83,0.0
2284174,0,0.08,D,7,13,37,50,B6,'Diesel',613,R93,0.0
2284307,0,0.08,A,4,1,25,90,B1,'Regular',31,R52,0.0
2284462,0,0.08,E,6,5,41,50,B3,'Diesel',2740,R22,0.0
2284468,0,0.08,C,5,11,39,50,B3,'Diesel',415,R91,0.0
2284542,0,0.08,C,5,7,50,50,B1,'Regular',400,R52,0.0
2284545,0,0.08,A,6,15,28,68,B1,'Diesel',34,R52,0.0
2284578,0,0.08,E,6,14,45,50,B1,'Diesel',3317,R93,0.0
2284601,0,0.08,A,4,1,55,50,B2,'Diesel',45,R93,0.0
2284802,0,0.08,A,10,13,36,50,B1,'Regular',27,R83,0.0
2284941,0,0.08,E,7,5,38,50,B1,'Regular',2131,R82,0.0
2284942,0,0.08,E,5,8,37,57,B2,'Diesel',3317,R93,0.0
2285060,0,0.08,D,6,3,44,50,B5,'Diesel',731,R82,0.0
2285357,0,0.18,E,7,1,48,50,B3,'Diesel',6736,R11,0.0
2285374,0,0.21,A,7,15,42,72,B10,'Diesel',34,R91,0.0
2285454,0,0.96,E,11,14,56,52,B1,'Regular',5821,R11,0.0
2285529,0,0.25,D,6,6,27,76,B1,'Diesel',1326,R93,0.0
2285695,0,0.35,D,5,9,48,112,B1,'Regular',1326,R93,0.0
2285725,0,0.49,E,5,11,39,54,B2,'Diesel',3317,R93,0.0
2285766,0,0.49,C,14,7,50,50,B4,'Regular',110,R93,0.0
2285912,0,0.58,D,10,19,55,57,B2,'Diesel',670,R82,0.0
2286009,0,0.49,A,10,7,56,50,B6,'Regular',29,R93,0.0
2286142,0,0.49,C,5,0,54,50,B3,'Diesel',261,R72,0.0
2286273,0,0.58,E,7,8,60,58,B1,'Diesel',3317,R93,0.0
2286335,0,0.49,C,6,13,61,50,B1,'Diesel',192,R91,0.0
2286488,0,0.49,F,10,12,52,81,B5,'Diesel',27000,R11,0.0
2286510,0,0.49,D,9,10,31,51,B2,'Regular',1110,R82,0.0
2286524,0,0.49,E,6,11,68,50,B6,'Regular',2674,R93,0.0
2286881,0,0.75,B,9,13,55,50,B12,'Regular',70,R91,0.0
2286920,0,0.7,D,8,12,61,50,B1,'Diesel',1541,R91,0.0
2287390,0,0.08,E,7,1,42,51,B3,'Regular',3708,R26,0.0
2287414,0,0.08,C,6,14,48,50,B3,'Regular',269,R91,0.0
2287530,0,0.08,D,5,12,48,50,B2,'Diesel',573,R82,0.0
2287600,0,0.08,C,4,5,41,50,B6,'Regular',250,R31,0.0
2287624,0,0.08,D,8,1,40,50,B6,'Diesel',721,R93,0.0
2287701,0,0.08,B,5,6,30,72,B3,'Diesel',78,R93,0.0
2287823,0,0.08,C,4,0,47,50,B3,'Diesel',203,R72,0.0
2287975,0,0.08,D,7,7,41,50,B1,'Regular',1326,R93,0.0
2288455,0,0.08,E,5,5,29,72,B6,'Regular',3862,R31,0.0
2288668,0,0.08,C,5,9,50,50,B3,'Diesel',327,R91,0.0
2288751,0,0.08,B,12,1,35,91,B11,'Diesel',64,R91,0.0
2288911,0,0.08,C,6,8,35,72,B2,'Diesel',137,R82,0.0
2289472,0,0.08,A,10,13,36,50,B1,'Regular',27,R83,0.0
2289774,0,0.08,E,6,6,59,95,B5,'Diesel',4059,R23,0.0
3000010,0,0.03,E,10,3,64,85,B12,'Regular',5433,R93,0.0
3000424,1,0.87,C,4,3,47,90,B12,'Regular',388,R93,602.0
3000773,0,0.54,F,10,2,47,64,B12,'Regular',27000,R11,0.0
3000777,0,0.87,A,6,5,35,50,B12,'Diesel',23,R24,0.0
3001021,0,0.87,C,10,5,57,50,B13,'Diesel',177,R93,0.0
3001241,0,0.87,C,5,4,42,50,B12,'Regular',152,R26,0.0
3001287,0,0.12,F,6,3,44,50,B12,'Regular',27000,R11,0.0
3001460,0,0.8,E,6,10,44,50,B12,'Regular',3541,R52,0.0
3001525,0,0.08,F,4,3,56,50,B12,'Regular',15725,R11,0.0
3001588,0,0.38,C,9,6,48,50,B12,'Regular',391,R41,0.0
3001664,0,0.8,C,4,3,51,50,B12,'Regular',332,R72,0.0
3002752,0,0.28,D,6,3,29,68,B12,'Regular',1542,R11,0.0
3002848,0,0.28,E,10,3,58,50,B12,'Regular',2311,R11,0.0
3003812,0,0.12,B,5,3,27,64,B12,'Regular',53,R72,0.0
3004143,0,0.63,C,6,3,54,68,B12,'Regular',377,R93,0.0
3004158,0,0.48,C,9,3,57,50,B12,'Regular',126,R31,0.0
3004380,0,0.29,C,10,1,29,106,B1,'Diesel',242,R82,0.0
3004475,0,0.54,E,7,10,52,50,B1,'Diesel',2648,R31,0.0
3005000,0,0.54,D,6,7,70,50,B2,'Regular',820,R41,0.0
3005484,0,0.53,D,10,2,28,85,B12,'Regular',626,R93,0.0
3005648,0,0.53,D,5,3,44,50,B12,'Regular',1217,R82,0.0
3006508,0,0.61,F,8,1,59,50,B12,'Diesel',27000,R11,0.0
3006546,0,0.24,D,5,3,40,76,B12,'Regular',1403,R93,0.0
3006914,0,0.29,A,10,3,65,51,B12,'Regular',14,R26,0.0
3007351,0,0.29,B,6,3,72,50,B12,'Regular',66,R93,0.0
3007927,0,0.78,E,7,9,56,50,B12,'Regular',3132,R11,0.0
3008013,0,0.78,B,4,3,75,50,B12,'Regular',72,R93,0.0
3008287,0,0.78,D,7,8,45,50,B12,'Regular',923,R11,0.0
3008760,0,0.03,A,8,15,72,50,B12,'Regular',30,R73,0.0
3008830,0,0.87,D,4,3,47,50,B12,'Regular',516,R91,0.0
3009099,0,0.12,C,6,3,68,50,B12,'Diesel',172,R91,0.0
3009215,0,0.87,E,7,3,55,50,B12,'Regular',5877,R11,0.0
3009219,0,0.95,E,5,3,44,51,B12,'Regular',2866,R11,0.0
3010210,0,0.03,A,5,2,54,50,B4,'Diesel',8,R72,0.0
3010511,0,0.03,E,5,9,43,91,B1,'Regular',2375,R11,0.0
3011593,0,0.2,E,6,10,31,90,B1,'Diesel',3301,R73,0.0
